uniprot,ensembl,dataset,,,,,,,,,,,,
A0A671R9L4,ENSSANG00000039769.1,rroxellana_gene_ensembl,,,,,,,,,,,,
A0A3B5KP32,ENSXCOG00000001461.1,,,,,,,,,,,,,
A0A3Q2LCU6,ENSECAG00000021531.3,ecaballus_gene_ensembl,,,,,,,,,,,,
A0A3Q2ZE19,ENSHCOG00000013854.1,hcomes_gene_ensembl,,,,,,,,,,,,
A0A3Q2YD75,ENSHCOG00000014034.1,hcomes_gene_ensembl,,,,,,,,,,,,
A0A5F5XI33,ENSFCAG00000001721.6,fcatus_gene_ensembl,,,,,,,,,,,,
A0A669QME5,ENSPCLG00000016207.1,panubis_gene_ensembl,,,,,,,,,,,,
A0A2K6F9X3,ENSPCOG00000016708.1,pcoquereli_gene_ensembl,,,,,,,,,,,,
A0A6I8R4V2,ENSXETG00000034862,,,,,,,,,,,,,
H2ZHB8,ENSCSAVG00000009992.1,csabaeus_gene_ensembl,,,,,,,,,,,,
A0A0G2JV24,ENSRNOG00000045829.3,rnorvegicus_gene_ensembl,,,,,,,,,,,,
A0A673BTI0,ENSSORG00005020091.1,sldorsalis_gene_ensembl,,,,,,,,,,,,
A0A4W3K9K8,ENSCMIG00000017117.1,cmilii_gene_ensembl,,,,,,,,,,,,
A0A3Q1CYL9,ENSAOCG00000000658.1,aocellaris_gene_ensembl,,,,,,,,,,,,
A0A671MGV5,ENSSANG00000015902.1,rroxellana_gene_ensembl,,,,,,,,,,,,
A0A6I8NIK9,ENSOANG00000042724.1,oanatinus_gene_ensembl,,,,,,,,,,,,
A0A3Q3QP85,ENSMALG00000011881.1,loculatus_gene_ensembl,,,,,,,,,,,,
A0A4W2HR77,ENSBIXG00005014484.1,bihybrid_gene_ensembl,,,,,,,,,,,,
A0A2K5F646,ENSANAG00000037816.1,anancymaae_gene_ensembl,,,,,,,,,,,,
A0A673HH27,ENSSRHG00000012669.1,spartitus_gene_ensembl,,,,,,,,,,,,
A0A7N5P0G8,ENSAMEG00000029325.1,amelanoleuca_gene_ensembl,,,,,,,,,,,,
A0A452GAB8,ENSCHIG00000027067.1,chircus_gene_ensembl,,,,,,,,,,,,
A0A4W4G6I5,ENSEEEG00000015336.1,eelectricus_gene_ensembl,,,,,,,,,,,,
A0A3P8R9J6,ENSACLG00000025448.1,acitrinellus_gene_ensembl,,,,,,,,,,,,
A0A3B4X2L0,ENSSLDG00000007783.1,sldorsalis_gene_ensembl,,,,,,,,,,,,
A0A803SL98,ENSACAG00000015305.3,acarolinensis_gene_ensembl,,,,,,,,,,,,
H2Z6Y6,ENSCSAVG00000007831.1,csabaeus_gene_ensembl,,,,,,,,,,,,
A0A3B3CUA2,ENSOMEG00000023653.1,ogarnettii_gene_ensembl,,,,,,,,,,,,
A0A4W3IE65,ENSCMIG00000011802.1,cmilii_gene_ensembl,,,,,,,,,,,,
S4RHH9,ENSPMAG00000004215.1,pmajor_gene_ensembl,,,,,,,,,,,,
A0A6Q2XRF8,ENSELUG00000002329.2,elucius_gene_ensembl,,,,,,,,,,,,
A0A7M4F242,ENSCPRG00005012736.1,cporosus_gene_ensembl,,,,,,,,,,,,
A0A4W6DNF8,ENSLCAG00010012343.1,lcalcarifer_gene_ensembl,,,,,,,,,,,,
A0A5F8GDM0,ENSMODG00000049268.1,mnemestrina_gene_ensembl,,,,,,,,,,,,
A0A3Q2T6M7,ENSFHEG00000011505.1,fheteroclitus_gene_ensembl,,,,,,,,,,,,
A0A3Q4HW90,ENSNBRG00000019397.1,nbrichardi_gene_ensembl,,,,,,,,,,,,
A0A3Q3RF89,ENSMAMG00000000317.2,marmatus_gene_ensembl,,,,,,,,,,,,
A0A3P9JJF0,ENSORLG00015017265.1,oniloticus_gene_ensembl,,,,,,,,,,,,
A0A3P8NHZ7,ENSACLG00000002990.1,acitrinellus_gene_ensembl,,,,,,,,,,,,
A0A3Q3C9A0,ENSHBUG00000018963.1,ggorilla_gene_ensembl,,,,,,,,,,,,
A0A2K6M611,ENSRBIG00000039448.1,rbieti_gene_ensembl,,,,,,,,,,,,
A0A2K6K9K9,ENSRBIG00000027877.1,rbieti_gene_ensembl,,,,,,,,,,,,
A0A674ERL3,ENSSTUG00000048710.1,strutta_gene_ensembl,,,,,,,,,,,,
A0A4W5QSD7,ENSHHUG00000046939.1,hhucho_gene_ensembl,,,,,,,,,,,,
A0A3B5KHZ4,ENSTRUG00000002032.3,,,,,,,,,,,,,
H2Y204,ENSCING00000020355.1,cintestinalis_gene_ensembl,,,,,,,,,,,,
A0A3Q2GML2,ENSCVAG00000017456.1,cvariegatus_gene_ensembl,,,,,,,,,,,,
A0A5F5XM37,ENSFCAG00000040822.2,fcatus_gene_ensembl,,,,,,,,,,,,
A0A4W6FDQ2,ENSLCAG00010022780.1,lcalcarifer_gene_ensembl,,,,,,,,,,,,
H2YDB7,ENSCSAVG00000001977.1,csabaeus_gene_ensembl,,,,,,,,,,,,
H3BVQ0,ENSTNIG00000000483.1,,,,,,,,,,,,,
A0A671MER1,ENSSANG00000015559.1,rroxellana_gene_ensembl,,,,,,,,,,,,
A0A3Q3DSV8,ENSHCOG00000005192.1,hcomes_gene_ensembl,,,,,,,,,,,,
A0A4X2JQP5,ENSVURG00010001398.1,,,,,,,,,,,,,
H2ZA53,ENSCSAVG00000008466.1,csabaeus_gene_ensembl,,,,,,,,,,,,
A0A493SY08,ENSAPLG00000016234.2,aplatyrhynchos_gene_ensembl,,,,,,,,,,,,
A0A7N6BR48,ENSATEG00000012983.2,atestudineus_gene_ensembl,,,,,,,,,,,,
A0A3P9PH94,ENSPREG00000013518.1,preticulata_gene_ensembl,,,,,,,,,,,,
A0A7N9AZH3,ENSMAMG00000008115.2,marmatus_gene_ensembl,,,,,,,,,,,,
A0A3B3CWJ4,ENSOMEG00000001642.1,ogarnettii_gene_ensembl,,,,,,,,,,,,
A0A671M4W1,ENSSANG00000014443.1,rroxellana_gene_ensembl,,,,,,,,,,,,
A0A4W3GJA6,ENSCMIG00000002070.1,cmilii_gene_ensembl,,,,,,,,,,,,
A0A803SMH6,ENSACAG00000013324.3,acarolinensis_gene_ensembl,,,,,,,,,,,,
A0A3Q3SCF2,ENSMAMG00000014664.2,marmatus_gene_ensembl,,,,,,,,,,,,
A0A671T4V5,ENSSANG00000050976.1,rroxellana_gene_ensembl,,,,,,,,,,,,
A0A671P3D8,ENSSANG00000026567.1,rroxellana_gene_ensembl,,,,,,,,,,,,
A0A3B3WRA2,ENSPMEG00000008869.1,pmajor_gene_ensembl,,,,,,,,,,,,
A0A2K6NMM9,ENSRROG00000022817.1,rroxellana_gene_ensembl,,,,,,,,,,,,
A0A674EFD2,ENSSTUG00000047653.1,strutta_gene_ensembl,,,,,,,,,,,,
M3XRN9,ENSMPUG00000001757.1,mpfuro_gene_ensembl,,,,,,,,,,,,
A0A3Q2HAM0,ENSECAG00000009464.4,ecaballus_gene_ensembl,,,,,,,,,,,,
M4ANV8,ENSXMAG00000016132.2,,,,,,,,,,,,,
A0A4W4HAH5,ENSEEEG00000021138.1,eelectricus_gene_ensembl,,,,,,,,,,,,
A0A672UYC7,ENSSHBG00005017399.1,shabroptila_gene_ensembl,,,,,,,,,,,,
A0A2K5YEX1,ENSMLEG00000031224.1,mleucophaeus_gene_ensembl,,,,,,,,,,,,
A0A671TAF6,ENSSANG00000052120.1,rroxellana_gene_ensembl,,,,,,,,,,,,
A0A3Q3SV50,ENSMAMG00000020946.2,marmatus_gene_ensembl,,,,,,,,,,,,
A0A3Q3KUV2,ENSLBEG00000000620.1,lbergylta_gene_ensembl,,,,,,,,,,,,
A0A3Q4I4T5,ENSNBRG00000022630.1,nbrichardi_gene_ensembl,,,,,,,,,,,,
A0A3Q1FLN5,ENSAPOG00000020568.1,apolyacanthus_gene_ensembl,,,,,,,,,,,,
A0A7N5KNG0,ENSAMEG00000017287.2,amelanoleuca_gene_ensembl,,,,,,,,,,,,
A0A4W2EUD0,ENSBIXG00000024777.1,bihybrid_gene_ensembl,,,,,,,,,,,,
A0A674MKY0,ENSTRUG00000005047.3,,,,,,,,,,,,,
A0A3P9PTU3,ENSPREG00000016949.1,preticulata_gene_ensembl,,,,,,,,,,,,
A0A4W4F0J4,ENSEEEG00000008488.1,eelectricus_gene_ensembl,,,,,,,,,,,,
A0A670JS45,ENSPMRG00000017577.1,pmuralis_gene_ensembl,,,,,,,,,,,,
A0A3B5LUE5,ENSXCOG00000011615.1,,,,,,,,,,,,,
A0A669QC21,ENSPCLG00000014333.1,panubis_gene_ensembl,,,,,,,,,,,,
A0A673N3Y6,ENSSRHG00000047604.1,spartitus_gene_ensembl,,,,,,,,,,,,
A0A672ZIK6,ENSSORG00005008280.1,sldorsalis_gene_ensembl,,,,,,,,,,,,
H3AQ30,ENSLACG00000010344.1,hsapiens_gene_ensembl,,,,,,,,,,,,
A0A674MBV6,ENSTRUG00000029424.1,,,,,,,,,,,,,
A0A3Q2YW49,ENSHCOG00000011584.1,hcomes_gene_ensembl,,,,,,,,,,,,
A0A493U169,ENSAPLG00000015861.2,aplatyrhynchos_gene_ensembl,,,,,,,,,,,,
A0A3B4D0B8,ENSPNAG00000003724.1,pnattereri_gene_ensembl,,,,,,,,,,,,
A0A2K5F9Y7,ENSANAG00000038406.1,anancymaae_gene_ensembl,,,,,,,,,,,,
A0A2K6TLV2,ENSSBOG00000026890.1,sbboliviensis_gene_ensembl,,,,,,,,,,,,
A0A7N4PZ74,ENSSHAG00000028708.1,sgrahami_gene_ensembl,,,,,,,,,,,,
A0A493TF49,ENSAPLG00000008950.2,aplatyrhynchos_gene_ensembl,,,,,,,,,,,,
G3Q134,ENSGACG00000017846.1,gaculeatus_gene_ensembl,,,,,,,,,,,,
A0A7N9AUS1,ENSMAMG00000003280.2,marmatus_gene_ensembl,,,,,,,,,,,,
A0A2K6KFG0,ENSRBIG00000028773.1,rbieti_gene_ensembl,,,,,,,,,,,,
A0A2K5QSG8,ENSCCAG00000027092.1,cccarpio_gene_ensembl,,,,,,,,,,,,
A0A3P8REG7,ENSACLG00000026949.1,acitrinellus_gene_ensembl,,,,,,,,,,,,
A0A4W4DTQ9,ENSEEEG00000001554.1,eelectricus_gene_ensembl,,,,,,,,,,,,
A0A6Q2Z640,ENSELUG00000013873.2,elucius_gene_ensembl,,,,,,,,,,,,
A0A671LHV5,ENSSANG00000009840.1,rroxellana_gene_ensembl,,,,,,,,,,,,
A0A4W3JSM2,ENSCMIG00000019129.1,cmilii_gene_ensembl,,,,,,,,,,,,
A0A671WCT4,ENSSAUG00010014586.1,saurata_gene_ensembl,,,,,,,,,,,,
A0A5F9DQ56,ENSOCUG00000006841.3,ocuniculus_gene_ensembl,,,,,,,,,,,,
A0A4W6FA69,ENSLCAG00010022149.1,lcalcarifer_gene_ensembl,,,,,,,,,,,,
A0A667ZC69,ENSMMDG00005015779.1,mmurdjan_gene_ensembl,,,,,,,,,,,,
A0A2K6U2I3,ENSSBOG00000029508.1,sbboliviensis_gene_ensembl,,,,,,,,,,,,
G3PS24,ENSGACG00000015468.1,gaculeatus_gene_ensembl,,,,,,,,,,,,
A0A3P9Q6D0,ENSPREG00000020121.1,preticulata_gene_ensembl,,,,,,,,,,,,
A0A668UU60,ENSOABG00000019448.1,nleucogenys_gene_ensembl,,,,,,,,,,,,
H3A2J8,ENSLACG00000003446.1,hsapiens_gene_ensembl,,,,,,,,,,,,
A0A6I8SQE5,ENSXETG00000019595,,,,,,,,,,,,,
A0A3Q2FVJ2,ENSCVAG00000014158.1,cvariegatus_gene_ensembl,,,,,,,,,,,,
A0A0G2JVB2,ENSRNOG00000013123.7,rnorvegicus_gene_ensembl,,,,,,,,,,,,
A0A4W4GUI4,ENSEEEG00000019996.1,eelectricus_gene_ensembl,,,,,,,,,,,,
A0A672MY57,ENSSGRG00000022856.1,sgrahami_gene_ensembl,,,,,,,,,,,,
A0A4W5Q7W4,ENSHHUG00000041398.1,hhucho_gene_ensembl,,,,,,,,,,,,
A0A4W6FZI7,ENSLCAG00010026481.1,lcalcarifer_gene_ensembl,,,,,,,,,,,,
A0A4W5QXH0,ENSHHUG00000045310.1,hhucho_gene_ensembl,,,,,,,,,,,,
S4R583,ENSPMAG00000000326.1,pmajor_gene_ensembl,,,,,,,,,,,,
A0A671KGD2,ENSSANG00000003052.1,rroxellana_gene_ensembl,,,,,,,,,,,,
A0A2K6K9B8,ENSRBIG00000027851.1,rbieti_gene_ensembl,,,,,,,,,,,,
A0A4X2K5Z0,ENSVURG00010005690.1,,,,,,,,,,,,,
A0A452H488,ENSGAGG00000007344.1,gaculeatus_gene_ensembl,,,,,,,,,,,,
A0A7N6BJ85,ENSATEG00000026206.1,atestudineus_gene_ensembl,,,,,,,,,,,,
A0A673U904,ENSSSUG00005011375.1,ssusmarc_gene_ensembl,,,,,,,,,,,,
A0A674CIK5,ENSSTUG00000036543.1,strutta_gene_ensembl,,,,,,,,,,,,
A0A3B3V789,ENSPLAG00000003998.1,platipinna_gene_ensembl,,,,,,,,,,,,
F1LZ81,ENSRNOG00000004823.9,rnorvegicus_gene_ensembl,,,,,,,,,,,,
A0A3Q4N9F0,ENSNBRG00000023026.1,nbrichardi_gene_ensembl,,,,,,,,,,,,
A0A2K6SPU7,ENSSBOG00000021578.1,sbboliviensis_gene_ensembl,,,,,,,,,,,,
A0A3B4B4V0,ENSPMGG00000019319.1,pmajor_gene_ensembl,,,,,,,,,,,,
A0A671V1S4,ENSSAUG00010009220.1,saurata_gene_ensembl,,,,,,,,,,,,
A0A3Q2G1D1,ENSCVAG00000018441.1,cvariegatus_gene_ensembl,,,,,,,,,,,,
H3DIR7,ENSTNIG00000017273.1,,,,,,,,,,,,,
A0A674E1V9,ENSSTUG00000043786.1,strutta_gene_ensembl,,,,,,,,,,,,
A0A3Q2HCE4,ENSECAG00000019174.3,ecaballus_gene_ensembl,,,,,,,,,,,,
A0A4W5N7U3,ENSHHUG00000027874.1,hhucho_gene_ensembl,,,,,,,,,,,,
A0A3Q2Y0M6,ENSHCOG00000012947.1,hcomes_gene_ensembl,,,,,,,,,,,,
A0A452GJF0,ENSGAGG00000001437.1,gaculeatus_gene_ensembl,,,,,,,,,,,,
A0A3P9QFH3,ENSPREG00000022284.1,preticulata_gene_ensembl,,,,,,,,,,,,
A0A3Q4GYQ1,ENSNBRG00000006697.1,nbrichardi_gene_ensembl,,,,,,,,,,,,
A0A673NML9,ENSSRHG00000050049.1,spartitus_gene_ensembl,,,,,,,,,,,,
A0A3Q3QE54,ENSMALG00000007326.1,loculatus_gene_ensembl,,,,,,,,,,,,
A0A671YUC2,ENSSAUG00010026490.1,saurata_gene_ensembl,,,,,,,,,,,,
A0A4W5PQQ0,ENSHHUG00000038107.1,hhucho_gene_ensembl,,,,,,,,,,,,
A0A087Y8E0,ENSPFOG00000014191.2,pformosa_gene_ensembl,,,,,,,,,,,,
A0A4W2GFY3,ENSBIXG00005020433.1,bihybrid_gene_ensembl,,,,,,,,,,,,
A0A672ME88,ENSSGRG00000020093.1,sgrahami_gene_ensembl,,,,,,,,,,,,
A0A672UNA4,ENSSHBG00005014655.1,shabroptila_gene_ensembl,,,,,,,,,,,,
A0A673WX16,ENSSTUG00000006138.1,strutta_gene_ensembl,,,,,,,,,,,,
A0A3Q3L238,ENSLBEG00000002042.1,lbergylta_gene_ensembl,,,,,,,,,,,,
A0A3B5KU94,ENSXCOG00000001664.1,,,,,,,,,,,,,
A0A287DBH3,ENSSTOG00000033140.1,ssusmarc_gene_ensembl,,,,,,,,,,,,
A0A2I3GFP4,ENSNLEG00000000898.3,nleucogenys_gene_ensembl,,,,,,,,,,,,
A0A2I3GS45,ENSNLEG00000001583.2,nleucogenys_gene_ensembl,,,,,,,,,,,,
A0A3Q1CPE7,ENSAOCG00000016229.1,aocellaris_gene_ensembl,,,,,,,,,,,,
G1MWY5,ENSMGAG00000003575.3,mgallopavo_gene_ensembl,,,,,,,,,,,,
A0A2K6K9F3,ENSRBIG00000027851.1,rbieti_gene_ensembl,,,,,,,,,,,,
A0A3B4YRB6,ENSSLDG00000023679.1,sldorsalis_gene_ensembl,,,,,,,,,,,,
A0A2K5QS88,ENSCCAG00000027092.1,cccarpio_gene_ensembl,,,,,,,,,,,,
A0A3P8TRU3,ENSAPEG00000018436.1,apercula_gene_ensembl,,,,,,,,,,,,
A0A6Q2Z4C4,ENSELUG00000030604.1,elucius_gene_ensembl,,,,,,,,,,,,
A0A096M5W3,ENSPFOG00000024605.1,pformosa_gene_ensembl,,,,,,,,,,,,
D3Z868,ENSRNOG00000025672.8,rnorvegicus_gene_ensembl,,,,,,,,,,,,
A0A803TZS3,ENSACAG00000012354.4,acarolinensis_gene_ensembl,,,,,,,,,,,,
A0A3Q3M656,ENSLBEG00000012409.1,lbergylta_gene_ensembl,,,,,,,,,,,,
A0A674HXA9,ENSTMTG00000000806.1,,,,,,,,,,,,,
A0A5F9D5K4,ENSOCUG00000037458.1,ocuniculus_gene_ensembl,,,,,,,,,,,,
A0A2I3HYX6,ENSNLEG00000010305.2,nleucogenys_gene_ensembl,,,,,,,,,,,,
A0A7N5ZZI0,ENSATEG00000001914.2,atestudineus_gene_ensembl,,,,,,,,,,,,
A0A3B3CUJ6,ENSOMEG00000023653.1,ogarnettii_gene_ensembl,,,,,,,,,,,,
H2XVL3,ENSCING00000018084.1,cintestinalis_gene_ensembl,,,,,,,,,,,,
A0A672LAP8,ENSSGRG00000012479.1,sgrahami_gene_ensembl,,,,,,,,,,,,
A0A2K5F868,ENSANAG00000038089.1,anancymaae_gene_ensembl,,,,,,,,,,,,
A0A667WWL4,ENSMMDG00005004992.1,mmurdjan_gene_ensembl,,,,,,,,,,,,
